0,1,0,4
-1,-2,0,-4
-2,-2,0,4
-4,3,0,4
-5,3,0,4
-6,3,0,4
-7,0,0,4
-8,1,0,-5
-3,4,0,-4
1,1,0,4
2,-2,0,-4
3,4,0,-4
4,-4,0,4
5,2,0,4
6,2,0,4
7,-2,0,4
8,0,0,-4
9,0,0,-4
10,-2,0,0
11,-3,0,0
12,-4,0,5
13,-4,0,5
14,-5,0,-5
0,0,0,0,0,0,0,0
-1,1,0,4,1,0,0,0
-4,4,0,0,3,0,0,0
-5,3,0,0,3,0,0,0
-6,2,0,0,3,0,0,0
-7,2,0,0,3,0,0,0
-7,1,0,0,3,0,0,0
-8,1,0,0,3,0,0,0
-8,0,0,0,3,0,0,0
-7,0,0,0,3,0,0,0
-7,-1,0,0,3,0,0,0
-6,-2,0,0,3,0,0,0
-5,-2,0,0,3,0,0,0
-5,-3,0,0,3,0,0,0
-4,-4,0,0,3,0,0,0
-3,-4,0,0,3,0,0,0
-3,-3,0,0,3,0,0,0
-2,-3,0,0,3,0,0,0
-2,-2,0,0,3,0,0,0
-2,-2,0,-5,3,0,0,0
-1,-2,0,0,3,0,0,0
-1,-1,0,0,3,0,0,0
0,-1,0,0,3,0,0,0
0,0,0,0,3,-1,128012,-1,128012,-1,046618
1,0,0,0,3,0,0,0
1,1,0,0,3,0,0,0
2,1,0,0,3,0,0,0
2,2,0,0,3,0,0,0
3,2,0,0,3,0,0,0
3,3,0,0,3,0,0,0
4,3,0,0,3,0,0,0
4,4,0,0,3,0,0,0
5,4,0,0,3,0,0,0
5,3,0,0,3,0,0,0
6,3,0,0,3,0,0,0
6,3,0,-5,3,0,0,0
6,3,0,5,3,0,0,0
6,2,0,0,3,0,0,0
7,2,0,0,3,0,0,0
7,1,0,-5,3,0,0,0
8,1,0,5,3,0,0,0
8,1,0,0,3,0,0,0
8,0,0,0,3,0,0,0
9,0,0,0,3,0,0,0
9,-1,0,0,3,0,0,0
10,-1,0,0,3,0,0,0
10,-2,0,0,3,0,0,0
11,-2,0,0,3,0,0,0
12,-3,0,0,3,0,0,0
12,-4,0,0,3,0,0,0
13,-4,0,0,3,0,0,0
13,-5,0,0,3,0,0,0
13,-5,0,-5,3,0,0,0
0,0,0,5,3,-0,1,-0,1,0
-1,1,0,0,3,0,0,0
-2,2,0,0,3,0,0,0
-2,2,0,-5,3,0,0,0
-3,3,0,5,3,0,0,0
-3,3,0,0,3,0,0,0
-5,4,0,0,3,0,0,0
-6,3,0,0,3,0,0,0
4,4,0,-5,3,0,0,0
4,4,0,5,3,0,0,0
7,1,0,0,3,0,0,0
10,-1,0,-5,3,0,0,0
10,-1,0,5,3,0,0,0
11,-3,0,-5,3,0,0,0
11,-3,0,0,3,0,0,0
13,-4,0,-5,3,0,0,0
13,-5,0,5,3,0,0,0
0,0,0,-5,3,0,0,0
1,-1,0,-5,3,0,0,0
1,-1,0,0,3,0,0,0
2,-2,0,0,3,0,0,0
3,-3,0,0,3,0,0,0
3,-3,0,-5,3,0,0,0
3,-3,0,5,3,0,0,0
4,-4,0,5,3,0,0,0
4,-4,0,0,3,0,0,0
5,-4,0,0,3,0,0,0
5,-3,0,0,3,0,0,0
6,-3,0,0,3,0,0,0
6,-2,0,0,3,0,0,0
6,-2,0,-5,3,0,0,0
6,-2,0,5,3,0,0,0
7,-2,0,5,3,0,0,0
7,-2,0,0,3,0,0,0
7,-1,0,0,3,0,0,0
8,-1,0,0,3,0,0,0
9,0,0,-5,3,0,0,0
9,0,0,5,3,0,0,0
9,1,0,0,3,0,0,0
10,1,0,0,3,0,0,0
10,2,0,0,3,0,0,0
11,2,0,0,3,0,0,0
11,3,0,0,3,0,0,0
12,3,0,0,3,0,0,0
12,4,0,0,3,0,0,0
12,4,0,-5,3,0,0,0
13,4,0,5,3,0,0,0
13,4,0,0,3,0,0,0
13,5,0,0,3,0,0,0
1,1,0,5,3,0,0,0
5,3,0,-5,3,0,0,0
12,-3,0,-5,3,0,0,0
-3,-3,0,-5,3,0,0,0
-3,-3,0,5,3,0,0,0
-5,-4,0,0,3,0,0,0
-6,-3,0,0,3,0,0,0
-7,-2,0,0,3,0,0,0
-7,-1,0,-5,3,0,0,0
-8,-1,0,0,3,0,0,0
-3,4,0,0,3,0,0,0
-2,3,0,0,3,0,0,0
-1,2,0,0,3,0,0,0
0,1,0,0,3,0,0,0
2,-1,0,0,3,0,0,0
3,-2,0,0,3,0,0,0
4,-3,0,0,3,0,0,0
10,1,0,-5,3,0,0,0
10,1,0,5,3,0,0,0
1,1,0,-5,3,0,0,0
-5,-4,0,-5,3,0,0,0
-8,0,0,-5,3,0,0,0
-7,1,0,5,3,0,0,0
1,-1,0,5,3,0,0,0
11,2,0,-5,3,0,0,0
11,2,0,5,3,0,0,0
7,1,0,5,3,0,0,0
11,-3,0,5,3,0,0,0
9,1,0,-5,3,0,0,0
12,3,0,-5,3,0,0,0
8,0,0,-5,3,0,0,0
10,2,0,-5,3,0,0,0
5,-3,0,-5,3,0,0,0
-1,1,0,-5,3,0,0,0
-1,1,0,5,3,0,0,0
-1,-2,0,-5,3,0,0,0
-1,-1,0,-5,3,0,0,0
-1,-1,0,5,3,0,0,0
1,0,0,5,3,0,0,0
2,-2,0,-5,3,0,0,0
2,-2,0,5,3,0,0,0
8,1,0,-5,3,0,0,0
8,0,0,5,3,0,0,0
-4,-4,0,-5,3,0,0,0
-4,-4,0,5,3,0,0,0
-7,1,0,-5,3,0,0,0
-2,2,0,5,3,0,0,0
1,0,0,-5,3,0,0,0
5,4,0,5,3,0,0,0
9,-1,0,-5,3,0,0,0
10,-2,0,-5,3,0,0,0
10,-2,0,5,3,0,0,0
12,-3,0,5,3,0,0,0
-6,2,0,-5,3,0,0,0
-5,-3,0,-5,3,0,0,0
-5,-3,0,5,3,0,0,0
6,2,0,5,3,0,0,0
4,-4,0,-5,3,0,0,0
7,-2,0,-5,3,0,0,0
-3,3,0,-5,3,0,0,0
5,-4,0,5,3,0,0,0
8,-1,0,-5,3,0,0,0
-7,-2,0,-5,3,0,0,0
-7,-1,0,5,3,0,0,0
2,2,0,-5,3,0,0,0
2,2,0,5,3,0,0,0
12,-4,0,-5,3,0,0,0
13,-4,0,5,3,0,0,0
-5,3,0,-5,3,0,0,0
-5,3,0,5,3,0,0,0
3,3,0,-5,3,0,0,0
5,4,0,-5,3,0,0,0
0,-1,0,-5,3,0,0,0
0,-1,0,5,3,0,0,0
3,3,0,-4,3,0,0,0
3,3,0,5,3,0,0,0
-6,-2,0,-5,3,0,0,0
5,-4,0,-5,3,0,0,0
5,-3,0,5,3,0,0,0
-7,2,0,5,3,0,0,0
-2,-2,0,5,3,0,0,0
-2,-3,0,-5,3,0,0,0
12,4,0,5,3,0,0,0
13,4,0,-5,3,0,0,0
-2,-2,0,-4,3,0,0,0
