0_0_0_0_-1;3.855383E-21;0.2789924;5.94477E-20
0_-4_3_-5_-1;0.2887684;9.172313;0.415911
-1_-4_3_0_-1;0.5427903;9.08059;1.824383
-1_-4_3_4_-1;0.01732542;0.1158198;4.857863
-1_-4_3_-5_-1;0.05471463;8.702154;2.446016
-2_-4_3_4_-1;6.519913E-13;2.289922E-12;3.558678
-2_-4_3_0_-1;0.2268807;2.898884;4.896679
-2_-4_3_-5_-1;0.3350874;2.030886;4.90884
-3_-4_3_0_-1;-0.01329328;-0.02160994;-0.00875955
-3_-4_3_4_-1;-0.01378729;-0.02373667;-0.01197907
-3_-4_3_-5_-1;-0.02147479;-0.01847633;-0.02763643
-4_-4_3_4_-1;-0.02498234;-0.03744344;-0.02724701
-4_-4_3_0_-1;-0.02410327;-0.02770638;-0.02085841
-4_-4_3_-5_-1;-0.01583872;-0.02517674;-0.02723345
-5_-4_3_0_-1;-0.02529584;-0.0432874;-0.03321629
-5_-4_3_-5_-1;-0.02181212;-0.01936257;-0.02698002
-5_-4_3_4_-1;-0.02541119;-0.02143754;-0.02769452
-5_3_3_-5_1;-0.01080905;-0.02453377;-0.01077173
-4_3_3_-5_1;-0.03154974;-0.05202997;-0.02290744
-4_3_3_4_1;-0.03309379;-0.05430265;-0.03605224
-4_3_3_0_1;-0.2020818;-0.3324587;-0.2472859
-3_3_3_-5_1;-0.5965267;-0.7484677;-0.215759
-3_3_3_0_1;-1.049384;-1.739974;-0.7895138
-3_3_3_4_1;-0.5867751;-0.3131046;-0.8135208
-2_3_3_0_1;-0.02105191;-0.1496084;-0.367571
-2_3_3_-5_1;-0.2189088;-0.5477579;0.365566
-2_3_3_4_1;0.08619491;-0.06486132;-0.1191403
-2_3_-4_0_1;0.01806129;0.02115114;0.7386635
-1_3_-4_0_1;0.6503184;2.132613;9.556213
-1_3_-4_-5_1;0.03751724;9.517529;0.003821978
0_3_-4_-5_1;0.05758918;2.066582E-07;4.373524
0_3_-4_4_1;1.543762E-19;0.9331195;5.11866E-19
0_3_-4_0_1;0.1029463;10.50153;0.5175186
1_3_-4_-5_1;-7.791148E-11;1.845518;1.351373E-08
1_3_-4_0_1;-0.005815705;2.2939;0.6388555
1_3_-4_4_1;-0.03224062;2.056488;0.5661551
2_3_-4_0_1;-0.04980306;-0.0612368;-0.06193599
2_3_-4_4_1;-0.04990565;-0.07805593;-0.06216569
2_3_-4_-5_1;-0.03590303;-0.04794031;-0.05576048
3_3_-4_-5_1;-0.01099453;-0.02159728;-0.01768974
3_3_-4_4_1;-0.01409167;-0.02136562;-0.01794693
3_3_-4_0_1;-0.01397171;-0.02299646;-0.01750214
3_-4_-4_4_-1;-4.76216E-06;-6.005265E-06;-5.759538E-06
2_-4_-4_4_-1;-0.007162035;-0.003332728;-0.001974574
2_-4_-4_-5_-1;-0.000829885;-0.002300523;-0.001802212
2_-4_-4_0_-1;-0.00197558;-0.002991348;-0.001788722
1_-4_-4_0_-1;0.2359861;2.373943;0.2918004
1_-4_-4_4_-1;-2.302584E-07;8.641608E-08;2.360834
1_-4_-4_-5_-1;-1.572725E-05;2.512084;0.03590699
0_-4_-4_4_-1;5.40597E-05;1.084724E-18;2.410211
-1_-4_-4_4_-1;4.197258E-20;3.926589E-21;0.3981593
-1_-4_-4_-5_-1;0.2668702;9.808095;4.611037
-1_-4_-4_0_-1;0.04167802;10.36439;0.3767878
-2_-4_-4_4_-1;0.02112423;0.004971217;2.979358
-2_-4_-4_0_-1;0.01062339;0.01779363;4.777089
-3_-4_-4_4_-1;-0.01666525;-0.01197705;-0.01111234
-2_-4_-4_-5_-1;0.07114753;0.5125005;4.80196
-3_-4_-4_0_-1;-0.01603018;-0.01465664;-0.01764257
-3_-4_-4_-5_-1;-0.008531982;-0.01513341;-0.01788802
-4_-4_-4_4_-1;-0.02073855;-0.02182544;-0.03315677
-4_-4_-4_0_-1;-0.01046406;-0.01368985;-0.03130632
-4_-4_-4_-5_-1;-0.02008231;-0.01946993;-0.02797277
-5_-4_-4_0_-1;-0.02103299;-0.03025873;-0.01472011
-5_-4_-4_4_-1;-0.01872887;-0.03228917;-0.03056702
-5_-4_-4_-5_-1;-0.01804722;-0.01555687;-0.01589655
-6_-4_-4_4_-1;-0.01001072;-0.01012451;-0.02629025
-6_-4_-4_0_-1;-0.02005486;-0.03134151;-0.02731013
-6_-4_-4_-5_-1;-0.01719023;-0.02298664;-0.02252715
-7_-4_-4_0_-1;-0.0002776948;-0.0003717429;-0.0003602643
-7_-4_-4_4_-1;-0.0004175921;-0.0003348899;-0.0002911745
-7_-4_-4_-5_-1;-0.0002720043;-0.0002483296;-0.0002652546
-7_3_-4_0_1;-0.000307047;-0.0005608818;-0.0003172017
-7_3_-4_4_1;-0.0002244083;-2.903142E-05;-0.0002557518
-7_3_-4_-5_1;-0.0002138544;-0.000348282;-3.79277E-05
-6_3_-4_0_1;-0.0002980095;-0.0005074032;-0.0003392132
-6_3_-4_4_1;-0.0001928988;-0.0002893002;-0.0003118313
-6_3_-4_-5_1;-0.0002359313;-0.0005043722;-0.0001932493
-5_3_-4_-5_1;-0.0002232607;-0.0003445536;-0.002096706
-5_3_-4_0_1;-0.001996425;-0.0004844911;-0.001994538
-5_3_-4_4_1;-0.0002463888;-0.002473995;-0.0003035022
-4_3_-4_-5_1;-0.004675528;-0.003176883;-0.002724083
-4_3_-4_0_1;-0.005961763;-0.0146457;-0.01000088
-4_3_-4_4_1;-0.005866533;-0.003581651;-0.02168832
-1_3_3_0_1;0.9392921;9.481074;2.179634
-1_3_3_4_1;1.630844E-20;8.469961;3.986334E-21
0_3_3_0_1;0.04563476;7.077931;10.64942
0_-4_3_0_-1;0.6082034;10.044;5.405357
0_-4_3_4_-1;0.04443749;0.3238176;8.452497
4_3_-4_-5_1;-0.01143843;-0.01006832;-0.01218378
4_3_-4_4_1;-0.01170181;-0.01013147;-0.01357253
4_3_-4_0_1;-0.006016219;-0.01006806;-0.01265108
5_3_-4_-5_1;-5.201712E-06;-5.794269E-06;-2.316985E-06
5_3_-4_4_1;-5.480527E-06;-9.045269E-06;-6.298609E-06
5_3_-4_0_1;-5.441757E-06;-7.477548E-06;-4.899384E-06
5_-4_-4_-5_-1;-5.196602E-06;-1.864851E-06;-5.145416E-06
5_-4_-4_0_-1;-4.63637E-06;-2.281353E-06;-2.39213E-06
5_-4_-4_4_-1;-4.918905E-06;-5.108222E-06;-5.417925E-06
4_-4_-4_4_-1;-4.362099E-06;-5.059681E-06;-6.29167E-06
4_-4_-4_-5_-1;-5.169601E-06;-2.410147E-06;-1.340878E-06
4_-4_-4_0_-1;-4.657576E-06;-2.888993E-06;-1.718415E-06
3_-4_-4_0_-1;-4.22321E-06;-8.570487E-06;-6.499177E-06
3_-4_-4_-5_-1;-3.736189E-06;-7.069923E-06;-1.908519E-06
0_-4_-4_0_-1;0.4479527;0.3304451;5.141422
-3_3_-4_0_1;-0.02758706;-0.04418892;-0.03330608
-3_3_-4_4_1;-0.0274582;-0.02746989;-0.04696585
-2_3_-4_-5_1;5.492631E-22;0.2135118;1.168572
-2_3_-4_4_1;4.128746E-21;4.128746E-21;0.04432454
1_3_3_0_1;0.4945456;0.1468201;0.5652041
1_3_3_4_1;0.298505;0.05093271;0.3024503
2_3_3_-5_1;-0.8787162;-0.1005416;-1.002563
2_3_3_4_1;-0.0498905;-1.39071;-1.145196
2_3_3_0_1;-0.05184397;-0.9381005;-1.548429
3_3_3_-5_1;-0.2453763;-0.3448105;-0.2718283
3_3_3_0_1;-0.01377306;-0.3354215;-0.3108478
3_3_3_4_1;-0.2481566;-0.3646831;-0.3751543
4_3_3_-5_1;-0.1871558;-0.1141938;-0.2940896
4_3_3_0_1;-0.1975267;-0.1100077;-0.1146764
4_3_3_4_1;-0.1993209;-0.2880972;-0.2754574
5_3_3_-5_1;-0.1601873;-0.1109044;-0.1153805
5_3_3_4_1;-0.1838026;-0.1238351;-0.1110035
5_3_3_0_1;-0.08452625;-0.1508643;-0.1218516
6_3_3_0_1;-0.05539384;-0.06524409;-0.05445536
6_3_3_4_1;-0.01597482;-0.06312794;-0.06798314
6_3_3_-5_1;-0.01626938;-0.1126445;-0.09246093
7_3_3_-5_1;-1.666666E-07;-7.211989E-06;-2.473605E-07
7_3_3_4_1;-1.585378E-07;-1.508041E-07;-9.679048E-09
7_3_3_0_1;-1.694497E-07;-2.675701E-07;-2.01909E-07
6_-4_3_4_-1;-5.798447E-21;-9.074036E-13;-4.826553E-13
6_-4_3_0_-1;-5.887869E-13;-6.485446E-13;-6.081156E-13
6_-4_3_-5_-1;-3.812829E-13;-6.794164E-13;-7.105213E-13
5_-4_3_0_-1;-0.01406657;-0.01437668;-0.006988123
5_-4_3_4_-1;-0.0145438;-0.01839157;-0.01510344
5_-4_3_-5_-1;-0.01293539;-0.01283339;-0.010347
4_-4_3_4_-1;-0.0019225;-0.02144276;-0.02027633
4_-4_3_0_-1;-0.01242479;-0.01327428;-0.01990056
4_-4_3_-5_-1;-0.01279108;-0.01886354;-0.02122825
3_-4_3_0_-1;-0.01512184;-0.02532136;-0.01538395
3_-4_3_-5_-1;-0.06077632;-0.02231808;-0.05291359
3_-4_3_4_-1;-0.05126064;-0.02444001;-0.06384163
2_-4_3_4_-1;-0.07521285;-0.02970148;-0.08771012
2_-4_3_-5_-1;-0.04727311;-0.1312931;-0.05924991
2_-4_3_0_-1;-0.02464899;-0.03520659;-0.06671288
1_-4_3_0_-1;-0.03703678;3.195732;2.248515
1_-4_3_4_-1;0.04572615;-0.1137488;2.828238
1_-4_3_-5_-1;-0.1541797;2.939785;0.3085186
-1_3_3_-5_1;4.65615E-09;6.238327;0.002122615
6_3_-4_0_1;-1.213383E-06;-6.514431E-14;-1.810366E-06
6_3_-4_4_1;-1.64668E-06;-9.797131E-07;-2.084289E-06
6_3_-4_-5_1;-1.689388E-06;-1.143514E-06;-1.905594E-06
7_3_-4_0_1;-1.208445E-06;-1.149015E-06;-9.149032E-17
7_3_-4_-5_1;-1.228613E-16;-1.227147E-06;-1.394839E-06
7_-4_-4_-5_-1;-1.222596E-06;-1.230416E-06;-1.454145E-06
